# my-scanner decisions v1
# src: samples/real/typescript.js
# sha256: 804f9c1b6c64568c39dd48eee88b77ba92d0b5d0f44f425bc96bcfe052824644
# tsc: 6.0.3
D tpl 25193 25195 25193 25195
D tpl 31185 31212 31185 31212
D tpl 31239 31243 31239 31243
D tpl 32052 32056 32052 32056
D tpl 32059 32061 32059 32061
D tpl 40597 40601 40597 40601
D tpl 40607 40609 40607 40609
D regex 46232 46273 46232 46273
D regex 49445 49452 49445 49452
D tpl 52418 52420 52418 52420
D tpl 52751 52762 52751 52762
D tpl 52789 52807 52789 52807
D tpl 53104 53106 53104 53106
D tpl 53564 53568 53564 53568
D tpl 53572 53574 53572 53574
D tpl 53617 53625 53617 53625
D tpl 53626 53631 53626 53631
D tpl 53638 53640 53638 53640
D tpl 53853 53859 53853 53859
D tpl 53860 53865 53860 53865
D tpl 53874 53876 53874 53876
D tpl 54099 54106 54099 54106
D tpl 54107 54109 54107 54109
D tpl 54356 54363 54356 54363
D tpl 54364 54366 54364 54366
D tpl 55779 55783 55779 55783
D tpl 55789 55791 55789 55791
D tpl 56213 56217 56213 56217
D tpl 56696 56719 56696 56719
D tpl 56740 56744 56740 56744
D tpl 57192 57225 57192 57225
D tpl 57246 57250 57246 57250
D tpl 57740 57763 57740 57763
D tpl 57784 57788 57784 57788
D tpl 58303 58318 58303 58318
D tpl 58340 58350 58340 58350
D tpl 58793 58812 58793 58812
D regex 59323 59351 59323 59351
D tpl 59592 59604 59592 59604
D tpl 59635 59654 59635 59654
D tpl 59717 59721 59717 59721
D tpl 66163 66166 66163 66166
D tpl 66219 66222 66219 66222
D tpl 66227 66229 66227 66229
D regex 67534 67561 67534 67561
D tpl 67619 67621 67619 67621
D tpl 68953 68958 68953 68958
D tpl 68974 68978 68974 68978
D tpl 69045 69048 69045 69048
D tpl 69053 69055 69053 69055
D tpl 69617 69619 69617 69619
D tpl 69707 69710 69707 69710
D tpl 69732 69735 69732 69735
D tpl 69919 69921 69919 69921
D tpl 70980 70983 70980 70983
D tpl 71025 71028 71025 71028
D tpl 71033 71036 71033 71036
D tpl 71103 71106 71103 71106
D tpl 71111 71113 71111 71113
D tpl 72879 72882 72879 72882
D tpl 72947 72950 72947 72950
D tpl 73073 73075 73073 73075
D tpl 73130 73132 73130 73132
D tpl 73185 73188 73185 73188
D tpl 74795 74798 74795 74798
D tpl 74843 74846 74843 74846
D tpl 74851 74853 74851 74853
D tpl 77518 77525 77518 77525
D tpl 77558 77560 77558 77560
D tpl 77780 77787 77780 77787
D tpl 77838 77840 77838 77840
D tpl 78058 78065 78058 78065
D tpl 78090 78092 78090 78092
D tpl 78283 78291 78283 78291
D tpl 78348 78350 78348 78350
D tpl 87313 87317 87313 87317
D tpl 87346 87348 87346 87348
D tpl 87494 87497 87494 87497
D tpl 88024 88027 88024 88027
D tpl 88107 88110 88107 88110
D tpl 91441 91444 91441 91444
D tpl 100299 100302 100299 100302
D tpl 100320 100322 100320 100322
D regex 100675 100770 100675 100770
D regex 100797 100871 100797 100871
D regex 100902 100938 100902 100938
D regex 100960 100992 100960 100992
D regex 101018 101033 101018 101033
D regex 101067 101083 101067 101083
D tpl 103691 103695 103691 103695
D tpl 103705 103709 103705 103709
D tpl 103719 103721 103719 103721
D tpl 103811 103813 103811 103813
D tpl 103893 103895 103893 103895
D regex 104949 104956 104949 104956
D regex 104983 104989 104983 104989
D regex 105013 105122 105013 105122
D regex 105145 105193 105145 105193
D regex 105215 105257 105215 105257
D tpl 113002 113005 113002 113005
D tpl 113386 113390 113386 113390
D tpl 113402 113404 113402 113404
D tpl 113442 113444 113442 113444
D tpl 113519 113526 113519 113526
D tpl 113597 113604 113597 113604
D tpl 117091 117093 117091 117093
D tpl 117415 117427 117415 117427
D tpl 117432 117442 117432 117442
D tpl 117446 117458 117446 117458
D tpl 117462 117465 117462 117465
D tpl 117534 117536 117534 117536
D tpl 117624 117626 117624 117626
D tpl 253637 253641 253637 253641
D tpl 253660 253662 253660 253662
D tpl 269321 269323 269321 269323
D tpl 269952 269960 269952 269960
D tpl 269990 269992 269990 269992
D tpl 270453 270491 270453 270491
D tpl 270521 270525 270521 270525
D tpl 270550 270552 270550 270552
D tpl 283991 284017 283991 284017
D tpl 284086 284110 284086 284110
D tpl 284324 284352 284324 284352
D tpl 284968 284994 284968 284994
D regex 289388 289451 289388 289451
D regex 294005 294041 294005 294041
D tpl 296331 296334 296331 296334
D tpl 296347 296349 296347 296349
D tpl 297103 297108 297103 297108
D regex 297754 297758 297754 297758
D tpl 297764 297769 297764 297769
D tpl 297780 297793 297780 297793
D regex 298880 298885 298880 298885
D regex 306649 306665 306649 306665
D regex 307423 307440 307423 307440
D regex 315197 315206 315197 315206
D regex 315221 315228 315221 315228
D regex 323870 323875 323870 323875
D regex 323911 323943 323911 323943
D tpl 794044 794068 794044 794068
D tpl 794085 794112 794085 794112
D tpl 794200 794202 794200 794202
D regex 906729 906770 906729 906770
D regex 906811 906855 906811 906855
D regex 906986 906993 906986 906993
D regex 914146 914174 914146 914174
D tpl 929195 929199 929195 929199
